user,item,rating,timestamp
18,154,4,880131358
297,628,4,874954497
7,28,5,891352341
201,117,2,884112487
198,179,4,884209264
109,31,4,880577844
43,64,5,875981247
308,435,4,887737484
7,153,5,891352220
43,66,4,875981506
102,405,2,888801812
311,180,4,884364764
151,692,3,879524669
92,79,4,875653198
222,135,5,878181563
268,135,4,875309583
305,186,4,886323902
303,748,2,879466214
249,124,5,879572646
286,628,4,875806800
145,183,5,875272009
311,28,5,884365140
286,133,4,877531730
144,685,3,888105473
85,272,4,893110061
286,7,4,875807003
178,234,4,882826783
18,58,4,880130613
194,321,3,879520306
102,300,3,875886434
303,182,5,879467105
145,13,5,875270507
145,1,3,882181396
7,188,5,891352778
109,100,4,880563080
13,685,5,882397582
145,50,5,885557660
234,71,3,892334338
85,175,4,879828912
271,514,4,885848408
102,732,3,888804089
268,83,4,875309344
327,191,4,887820828
297,286,5,874953892
43,284,5,883955441
207,203,3,877124625
85,133,4,879453876
42,121,4,881110578
313,71,4,891030144
94,186,4,891722278
151,480,5,879524151
85,98,4,879453716
279,393,1,875314093
222,323,3,877562839
13,480,3,881515193
201,326,2,884111095
95,174,5,879196231
271,11,4,885848408
311,568,5,884365325
269,411,1,891451013
207,410,3,877838946
271,211,5,885849164
90,603,5,891385132
299,238,4,877880852
7,133,5,891353192
311,403,4,884365889
94,229,3,891722979
305,203,4,886323839
207,508,4,877879259
130,161,4,875802058
328,9,4,885045993
178,218,3,882827776
128,79,4,879967692
269,514,4,891449123
95,143,4,880571951
222,153,4,878182416
207,98,4,875509887
222,298,4,877563253
286,151,5,875806800
7,174,5,891350757
178,255,4,882824001
311,181,4,884364724
144,31,3,888105823
198,651,4,884207424
301,496,5,882075743
178,125,4,882824431
198,24,2,884205385
222,172,5,878183079
276,301,4,877584219
305,15,1,886322796
128,143,5,879967300
7,182,4,891350965
109,154,2,880578121
276,11,5,874787497
222,210,4,878184338
62,443,3,879375080
109,89,4,880573263
7,193,5,892135346
85,58,4,879829689
102,432,3,883748418
90,31,4,891384673
1,228,5,878543541
42,143,4,881108229
130,200,5,875217392
311,229,5,884365890
64,527,4,879365590
249,79,5,879572777
305,238,3,886323617
102,118,3,888801465
222,25,3,877563437
144,313,5,888103407
303,179,5,879466491
271,22,5,885848518
178,121,5,882824291
301,172,5,882076403
305,209,5,886322966
145,172,5,882181632
6,211,5,883601155
308,164,4,887738664
311,70,4,884364999
234,151,3,892334481
130,410,5,875802105
271,121,2,885848132
313,31,4,891015486
13,226,4,882397651
1,121,4,875071823
62,4,4,879374640
279,88,1,882146554
207,14,4,875504876
94,235,4,891722980
198,180,3,884207298
59,238,5,888204553
1,132,4,878542889
102,313,3,887048184
145,315,5,883840797
1,134,4,875073067
6,180,4,883601311
95,483,3,879198697
328,200,4,885046420
151,25,4,879528496
271,8,4,885848770
194,196,3,879524007
268,250,4,875742530
271,50,5,885848640
144,66,4,888106078
18,199,3,880129769
130,568,5,876251693
13,273,3,882397502
109,195,5,880578038
297,216,4,875409423
1,98,4,875072404
279,174,4,875306636
64,187,5,889737395
271,274,3,885848014
85,660,4,879829618
1,186,4,875073128
64,515,5,889737478
293,227,2,888906990
297,202,3,875238638
194,410,3,879541042
207,133,4,875812281
286,83,5,877531975
286,655,3,889651746
328,568,3,885047896
222,69,5,878182338
313,245,3,891013144
327,210,3,887744065
305,56,1,886323068
145,250,5,882182944
249,597,2,879640436
85,269,3,891289966
299,271,3,879737472
299,24,3,877877732
64,333,3,879365313
59,121,4,888203313
7,22,5,891351121
201,475,4,884112748
271,197,4,885848915
95,176,3,879196298
144,64,5,888105140
328,742,4,885047309
249,23,4,879572432
130,56,5,875216283
222,58,3,878182479
7,268,3,891350703
145,411,2,875271522
280,99,2,891700475
92,134,4,875656623
328,271,3,885044607
90,237,4,891385215
128,283,5,879966729
62,28,3,879375169
280,227,3,891702153
64,77,3,889737420
43,328,4,875975061
271,300,2,885844583
59,13,5,888203415
6,95,2,883602133
268,566,3,875744321
59,405,3,888203578
268,121,2,875743141
301,58,4,882077285
201,23,4,884111830
1,31,3,875072144
311,22,4,884364538
327,300,2,887743541
85,97,2,879829667
43,286,4,875975028
201,651,4,884111217
94,180,5,885870284
234,229,4,892334189
328,591,3,885047018
305,216,5,886323563
151,191,3,879524326
297,443,2,875240133
145,443,3,882182658
271,191,5,885848448
145,182,5,885622510
249,476,3,879640481
194,566,4,879522819
109,218,4,880578633
269,210,1,891449608
7,300,4,891350703
42,210,5,881108633
130,172,5,875801530
1,70,3,875072895
249,176,4,879641109
92,175,4,875653549
130,546,4,876250932
18,196,3,880131297
327,274,2,887819462
305,14,4,886322893
313,175,4,891014697
43,498,5,875981275
90,11,4,891384113
334,117,3,891544735
334,282,4,891544925
269,168,4,891448850
313,265,4,891016853
268,99,3,875744744
90,301,4,891382392
301,25,3,882075110
297,301,4,876529834
334,603,5,891628849
184,498,5,889913687
297,22,4,875238984
249,22,5,879572926
276,58,4,874791169
268,432,3,875310145
145,25,2,875270655
59,132,5,888205744
271,172,5,885848616
286,269,5,879780839
128,276,4,879967550
297,300,3,874953892
13,300,1,881515736
194,431,4,879524291
276,318,5,874787496
198,427,4,884207009
13,180,5,882141248
286,100,3,876521650
271,451,3,885849447
59,318,5,888204349
328,655,4,886037429
207,273,4,878104569
334,222,4,891544904
62,135,4,879375080
293,195,3,888906119
42,405,4,881105541
293,566,3,888907312
201,4,4,884111830
43,15,5,875975546
303,99,4,879467514
207,269,4,877845577
271,180,5,885849087
222,433,4,881059876
95,96,4,879196298
130,204,5,875216718
301,11,4,882076291
327,230,4,887820448
6,475,5,883599478
1,174,5,875073198
269,180,3,891448120
13,508,3,882140426
201,480,4,884111598
313,180,5,891014898
109,230,5,880579107
198,385,3,884208778
178,427,5,882826162
280,96,4,891700664
92,431,4,875660164
18,69,3,880129527
184,132,5,889913687
305,403,2,886324792
279,275,3,875249232
128,111,3,879969215
42,845,5,881110719
1,82,5,878542589
313,208,3,891015167
305,302,4,886307860
94,185,5,885873684
271,204,4,885848314
128,83,5,879967691
1,56,4,875072716
178,302,4,892239796
184,14,4,889907738
194,153,3,879546723
1,272,3,887431647
334,229,2,891549777
271,134,3,885848518
109,845,4,880571684
339,132,5,891032953
311,99,5,884365075
62,685,2,879373175
194,216,3,879523785
151,228,5,879524345
144,403,3,888105636
151,405,3,879543055
201,164,3,884112627
269,340,5,891446132
85,692,3,879828490
305,210,3,886323006
151,7,4,879524610
234,209,4,892317967
94,79,4,885882967
102,222,3,888801406
303,203,5,879467669
308,628,3,887738104
95,211,3,879197652
276,56,5,874791623
301,515,3,882074561
201,210,2,884111270
198,511,4,884208326
94,742,3,891722214
268,252,3,875743182
293,124,4,888904696
299,176,4,880699166
130,71,5,875801695
130,50,5,874953665
286,272,5,884069298
297,282,3,874954845
276,176,5,874792401
151,66,4,879524974
276,66,3,874791993
18,498,4,880129940
297,692,3,875239018
234,471,3,892335074
59,230,4,888205714
151,175,5,879524244
308,193,3,887737837
85,56,4,879453587
194,56,5,879521936
7,195,5,891352626
43,235,3,875975520
13,64,5,882140037
178,288,5,882823353
178,655,4,882827247
42,70,3,881109148
95,514,2,888954076
299,174,4,877880961
6,134,5,883602283
305,257,2,886322122
269,172,3,891449031
151,435,4,879524131
328,216,3,885045899
62,96,4,879374835
102,195,4,888801360
128,660,2,879968415
313,204,4,891014401
339,582,4,891032793
201,98,4,884111312
43,403,4,883956305
90,357,5,891385132
303,327,1,879466166
90,739,5,891384789
286,248,5,875806800
297,176,4,881708055
178,250,4,888514821
42,357,5,881107687
334,100,5,891544707
286,164,3,877533586
313,230,3,891015049
43,7,4,875975520
286,432,3,878141681
303,273,3,879468274
286,13,2,876521933
249,182,5,879640949
18,209,4,880130861
293,216,4,888905990
327,655,4,887745303
109,147,4,880564679
271,13,4,885847714
280,202,3,891701090
234,283,3,891227814
94,99,3,891721815
299,168,4,878192039
327,474,3,887743986
144,237,4,888104258
311,692,4,884364652
128,77,3,879968447
276,250,4,874786784
280,100,3,891700385
308,4,5,887737890
269,174,1,891449124
1,229,4,878542075
59,127,5,888204430
327,133,4,887745662
151,300,4,879523942
268,248,3,875742530
327,431,3,887820384
95,15,4,879195062
144,328,3,888103407
102,307,4,883748222
184,172,4,889908497
293,514,4,888906378
13,168,4,881515193
313,435,5,891013803
234,628,2,892826612
130,125,5,875801963
269,405,1,891450902
62,527,4,879373692
198,568,3,884208710
297,480,4,875238923
94,227,3,891722759
311,117,4,884366852
194,132,3,879520991
1,235,5,875071589
334,269,3,891544049
301,95,5,882076334
151,357,5,879524585
299,210,4,889502980
178,245,3,882823460
297,194,3,875239453
249,411,3,879640436
311,118,3,884963203
222,164,4,878181768
13,319,4,882139327
144,523,5,888105338
128,215,3,879967452
249,240,4,879640343
6,209,4,883601713
102,66,3,892992129
42,204,5,881107821
328,523,5,885046206
95,173,5,879198547
269,474,4,891448823
249,58,5,879572516
207,134,4,875991160
328,4,3,885047895
343,186,4,876407485
102,302,3,880680541
178,179,2,882828320
94,402,4,891723261
130,566,4,878537558
328,431,2,885047822
6,476,1,883600175
64,100,4,879365558
6,154,3,883602730
222,250,2,877563801
327,451,4,887819411
18,82,3,880131236
297,12,5,875239619
94,257,4,891724178
102,89,4,888801315
18,739,3,880131776
293,194,4,888906045
62,8,5,879373820
59,385,4,888205659
297,31,3,881708087
303,235,4,879484563
327,216,3,887818991
1,125,3,878542960
301,410,4,882074460
303,31,3,879467361
6,175,4,883601426
184,89,4,889908572
344,479,4,884901093
144,286,4,888103370
90,199,5,891384423
1,215,3,876893145
144,302,3,888103530
297,515,5,874954353
85,71,4,879456308
286,196,4,877533543
144,172,4,888105312
222,739,4,878184924
299,739,3,889502865
94,655,4,891720862
109,4,2,880572756
90,307,5,891383319
198,357,5,884207267
207,186,4,877879173
301,9,3,882074291
339,288,3,891036899
297,678,3,874954093
128,216,5,879967102
102,83,3,888803487
128,97,3,879968125
311,471,4,884963254
276,748,3,883822507
151,655,4,879542645
269,15,2,891446348
269,483,4,891448800
234,14,3,891227730
279,685,3,884982881
293,210,3,888905665
90,179,5,891385389
13,88,4,882141485
198,402,3,884209147
293,188,3,888906288
94,133,4,885882685
90,132,5,891384673
128,227,2,879968946
184,275,5,889913687
279,13,3,875249210
269,209,4,891448895
297,97,5,875239871
178,651,4,882826915
234,191,4,892334765
90,9,4,891385787
62,89,5,879374640
194,523,5,879521596
299,71,3,878192238
6,523,5,883601528
327,50,3,887745574
85,203,5,879455402
18,367,4,880130802
286,228,3,889651576
339,435,4,891032189
345,651,4,884992493
151,328,3,879523838
280,11,5,891700570
92,132,3,875812211
345,202,3,884992218
18,25,3,880131591
343,135,5,876404568
13,315,5,884538466
347,22,5,881654005
201,8,3,884141438
6,498,4,883601053
339,58,3,891032379
268,154,4,875743563
102,202,4,892991269
201,275,4,884113634
130,748,4,874953526
151,196,4,879542670
279,202,4,875307587
286,419,5,889651990
327,14,4,887744167
102,186,4,888803487
130,229,4,875802173
59,14,5,888203234
297,475,5,874954426
308,511,5,887737130
334,4,3,891548345
145,203,5,875271948
94,385,2,891721975
313,151,1,891014982
94,393,3,891721684
344,215,3,884900818
94,313,4,891724925
299,137,4,877877535
286,56,2,877531469
6,188,3,883602462
293,125,2,888905086
299,50,4,877877775
345,367,4,884993069
145,286,3,875269755
345,402,4,884993464
293,300,2,888904004
303,181,5,879468082
102,121,3,888801673
151,274,5,879542369
6,432,4,883601713
43,216,5,875981128
269,188,2,891450675
339,226,2,891034744
194,511,4,879520991
201,150,4,884139983
94,153,5,891725333
128,64,5,879966954
311,367,3,884365780
62,153,4,879374686
6,515,4,883599273
344,181,3,884901047
207,294,3,875504669
7,511,5,891351624
198,11,4,884207392
151,321,4,879523900
13,302,5,881514811
268,228,4,875309945
1,185,4,875072631
184,15,3,889907812
280,230,3,891702153
144,50,5,888103929
301,230,4,882077033
13,208,5,882140624
299,286,4,877618524
311,204,5,884365617
144,845,4,888104191
344,97,3,884901156
18,191,4,880130193
343,82,5,876405735
109,357,2,880572528
301,732,4,882077351
303,202,5,879468149
95,289,2,879191590
178,275,5,882823857
62,294,1,879373215
311,433,3,884364931
64,211,4,889739318
1,96,5,875072716
59,258,3,888202749
222,96,5,878181739
95,137,3,879192404
280,566,4,891701188
286,96,4,877532385
334,8,4,891547171
276,147,4,874786686
94,203,5,885870577
85,508,2,879453040
62,298,4,879372304
130,58,2,876251619
293,172,5,888905618
198,188,5,884208200
328,144,4,885045740
201,357,4,884111217
194,582,1,879535549
128,427,5,879966685
178,546,3,888514680
280,419,3,891701047
222,313,4,883814858
198,97,3,884207112
339,97,4,891034626
222,234,2,878181387
249,13,4,879640396
198,323,2,884204637
95,742,4,879193512
269,211,4,891449075
13,318,3,882139686
271,133,4,885848971
271,435,4,885848802
130,276,4,878537447
345,88,4,884992940
151,100,3,879524514
293,655,3,888905618
308,475,4,887737193
130,228,4,875216420
308,322,2,887736408
145,185,4,875271838
303,410,4,879484846
301,89,2,882076046
64,222,4,889739733
279,216,3,884983225
90,313,5,891382163
184,259,3,889907096
59,229,3,888205921
59,7,4,888202941
59,100,5,888202899
343,655,5,876405697
297,98,5,875238579
334,250,3,891544840
145,174,5,882181728
234,8,5,892079585
64,8,4,889737968
222,182,4,881058666
7,168,5,891351509
90,435,5,891383350
201,271,4,884110967
7,269,3,891349991
59,208,5,888205533
345,174,4,884992367
328,402,3,885047627
280,323,2,891700106
276,684,4,874792436
7,285,5,891351813
344,283,4,884814432
178,135,2,882826915
293,282,2,888905170
311,258,4,884363706
301,483,4,882076403
130,222,4,874953769
102,173,3,888803602
343,187,4,876406006
276,22,5,874787496
178,210,5,884837073
311,82,5,884364436
339,475,5,891032856
178,193,4,882826868
178,284,4,888514680
7,432,4,891352831
286,234,3,877532093
327,143,4,888251408
207,313,4,885066537
297,56,5,875239422
305,298,4,886322150
345,151,5,884991191
303,9,5,879466830
95,474,4,880570909
339,82,4,891035850
269,153,3,891449346
7,89,5,891351082
151,193,4,879524491
1,258,5,878873389
130,357,5,875216933
109,69,4,880572561
303,318,5,879466523
293,144,4,888905819
327,215,4,887820695
299,367,4,878192497
305,151,4,886324433
198,15,3,884205185
313,132,5,891013589
327,82,2,887820448
64,56,5,889737542
201,276,5,884111598
280,265,4,891700588
271,283,4,885847876
308,283,3,887737194
6,133,4,883601459
85,289,3,879452334
18,14,5,880130431
95,132,3,880570993
102,685,3,888801876
271,732,4,885848672
276,230,4,882659602
334,474,3,891546257
311,326,2,884364047
286,191,4,877531407
59,134,5,888204841
43,117,4,883954853
6,70,3,883601427
343,275,5,876408139
90,272,5,891382121
339,133,4,891033165
303,194,5,879466742
90,269,5,891382310
234,79,3,892079910
303,480,4,879466523
18,89,3,880130065
269,179,4,891447141
62,100,4,879372276
343,12,5,876405735
85,566,3,879454273
59,188,4,888205188
145,200,4,877343121
13,25,1,882141686
276,228,4,880913800
234,294,3,891033715
7,423,5,891351509
347,79,5,881653890
109,742,5,880564457
303,234,5,879467260
102,326,3,879082298
293,153,4,888905948
280,125,2,891701148
130,183,5,875801369
42,451,2,881108982
18,194,3,880129816
222,419,2,878182279
42,25,3,881110670
144,22,5,888105439
109,245,3,880562908
18,515,5,880130155
95,523,4,879197562
102,183,4,888801360
268,31,4,875310311
344,508,4,884814697
334,289,3,891544491
327,237,4,887745494
271,200,5,885849356
328,188,5,885046498
144,204,2,888105116
43,298,4,875975211
92,252,4,886443582
18,286,5,880129305
95,24,3,879192542
301,692,3,882076619
345,121,3,884991384
339,12,5,891032659
363,405,4,891497015
308,483,3,887736843
313,174,4,891014499
328,284,3,885047593
18,71,4,880131236
311,174,5,884364538
345,285,5,884901701
90,323,3,891382634
42,692,4,881107773
293,134,5,888905618
94,31,4,891721286
293,257,2,888904696
308,319,4,887736408
95,88,4,880571016
268,333,4,876513565
13,161,5,882397741
42,99,5,881108346
7,226,5,891353614
6,151,3,883599558
234,660,4,892334543
301,514,3,882076021
194,1,4,879539127
276,496,4,882659476
184,88,3,889909551
328,132,5,885046420
280,483,4,891701066
92,660,4,875654125
1,143,1,875072631
271,83,4,885848408
297,250,1,874955085
343,474,5,876406677
59,25,4,888203270
64,173,5,889737454
222,411,3,878185137
301,511,4,882075803
1,151,4,875072865
59,175,4,888205300
234,95,3,892079689
194,202,3,879524216
102,271,2,888781860
144,285,4,888103969
299,742,4,877878339
269,435,3,891449011
313,318,4,891013712
334,183,4,891545950
269,64,4,891447960
328,451,4,885048159
43,300,5,875975135
130,12,4,875216340
90,185,5,891384959
207,135,2,877822350
222,4,3,878183924
328,82,4,885046537
269,137,4,891446193
194,433,3,879523104
297,50,5,874954541
293,202,3,888906490
280,286,4,891700185
334,276,4,891545089
344,175,5,884901110
279,240,4,889151559
201,175,2,884140022
301,651,5,882075994
345,173,5,884902317
293,99,3,888906402
268,403,4,875309914
268,269,4,876513523
42,222,4,881105882
347,227,4,881654734
345,508,4,884901000
18,12,5,880129991
178,58,5,882827134
334,302,5,891544177
286,11,5,877531975
339,183,4,891032828
276,229,3,874792483
13,137,5,882139804
6,479,5,883601053
308,265,3,887737647
18,181,3,880131631
343,423,5,876408139
92,423,3,875655990
363,288,4,891493723
43,423,4,883955498
102,248,3,877915935
311,431,4,884365201
64,181,4,889737420
271,284,3,885847956
92,628,4,875639823
301,187,4,882076403
311,275,4,884963136
43,318,5,875975717
347,144,5,881654186
276,272,5,885871447
280,144,2,891700514
268,483,5,875309859
95,202,4,879198209
234,566,2,892335108
313,187,4,891014373
109,9,3,880564607
7,208,5,891352220
280,82,2,891700925
271,275,4,885847693
334,204,4,891547190
42,568,4,881107256
311,588,4,884365284
344,204,4,884901024
43,289,4,875975085
184,208,4,889908985
327,144,4,887820293
268,161,3,875744199
85,124,5,882813248
18,483,4,880129940
327,435,4,888251521
145,471,4,885622707
130,22,5,875217265
328,265,5,885045993
347,168,5,881653798
305,357,5,886323189
1,175,5,875072547
201,204,4,884113082
145,229,3,885557699
198,23,4,884208491
207,28,4,877822162
85,690,2,890255371
184,255,3,889907468
18,180,4,880130252
373,588,3,877098821
363,97,2,891496513
344,597,2,884900454
293,8,3,888905736
308,515,3,887737536
109,117,5,880564457
85,199,5,879829438
62,183,4,879374893
95,471,5,884266051
151,419,3,879524878
303,79,5,879466891
308,443,3,887740500
334,77,3,891549247
234,237,3,892336021
297,79,3,875239125
276,597,3,874787150
178,480,3,882826048
62,173,5,879374732
59,739,4,888206485
339,431,4,891035488
249,431,5,879641194
345,172,4,884991831
345,216,5,884901701
130,150,5,874953558
109,176,5,880577868
94,28,4,885873159
293,23,4,888905865
178,70,4,882827083
293,322,2,888904456
7,172,4,891350965
184,13,3,889907839
345,403,3,884992922
184,202,3,889909768
18,179,4,880129877
6,28,2,883603013
94,118,3,891723295
102,176,3,888801360
43,238,2,883955160
249,333,4,879571521
42,211,4,881107880
293,228,3,888906315
207,183,2,875509832
301,77,3,882076751
303,451,5,879468581
299,479,4,878192556
249,628,3,879640306
144,298,3,888103988
334,475,4,891544953
85,480,4,879453658
308,98,3,887737334
276,117,4,874786568
269,50,3,891448926
94,273,4,885872684
286,405,3,876522150
299,127,5,877877434
328,403,3,885047281
301,411,1,882074867
280,180,4,891700453
271,248,4,886106129
130,367,4,875801369
311,199,4,884365485
311,226,4,884366397
